3421,3
3422,3
3423,1
3424,3
3425,1
3426,4
3427,3
3428,3
3429,3
3430,1
3431,3
3432,3
3433,3
3434,3
3435,3
3436,3
3437,1
3438,3
3439,4
3440,1
3441,3
3442,4
3443,3
3444,3
3445,1
3446,1
3447,1
3448,3
3449,3
3450,3
3451,3
3452,4
3453,3
3454,1
3455,1
3456,4
3457,1
3458,3
3459,2
3460,3
3461,3
3462,1
3463,3
3464,2
3465,3
3466,1
3467,3
3468,2
3469,1
3470,3
3471,3
3472,1
3473,3
3474,3
3475,1
3476,2
3477,4
3478,3
3479,3
3480,3
3481,1
3482,1
3483,1
3484,1
3485,1
3486,3
3487,3
3488,1
3489,3
3490,3
3491,3
3492,4
3493,4
3494,3
3495,1
3496,1
3497,1
3498,3
3499,3
3500,1
3501,3
3502,3
3503,3
3504,1
3505,4
3506,3
3507,1
3508,3
3509,3
3510,3
3511,3
3512,4
3513,3
3514,2
3515,2
3516,4
3517,3
3518,3
3519,3
3520,3
3521,3
3522,1
3523,1
3524,3
3525,4
3526,3
3527,3
3528,3
3529,1
3530,3
3531,3
3532,1
3533,3
3534,3
3535,3
3536,1
3537,1
3538,1
3539,1
3540,3
3541,3
3542,3
3543,3
3544,3
3545,3
3546,1
3547,2
3548,3
3549,3
3550,3
3551,3
3552,3
3553,3
3554,3
3555,3
3556,3
3557,3
3558,4
3559,3
3560,3
3561,1
3562,3
3563,3
3564,3
3565,3
3566,1
3567,3
3568,3
3569,1
3570,3
3571,3
3572,3
3573,3
3574,1
3575,3
3576,3
3577,3
3578,4
3579,1
3580,3
3581,3
3582,1
3583,3
3584,3
3585,3
3586,4
3587,3
3588,1
3589,4
3590,1
3591,2
3592,1
3593,3
3594,3
3595,3
3596,3
3597,3
3598,3
3599,3
3600,3
3601,3
3602,3
3603,1
3604,3
3605,3
3606,3
3607,4
3608,3
3609,4
3610,4
3611,3
3612,4
3613,3
3614,3
3615,1
3616,3
3617,4
3618,3
3619,1
3620,3
3621,2
3622,1
3623,3
3624,3
3625,1
3626,1
3627,2
3628,4
3629,4
3630,1
3631,3
3632,3
3633,3
3634,3
3635,4
3636,1
3637,2
3638,3
3639,1
3640,3
3641,2
3642,3
3643,3
3644,1
3645,3
3646,3
3647,3
3648,3
3649,3
3650,3
3651,4
3652,1
3653,3
3654,4
3655,3
3656,4
3657,3
3658,4
3659,3
3660,1
3661,3
3662,3
3663,3
3664,3
3665,3
3666,3
3667,3
3668,3
3669,3
3670,3
3671,1
3672,3
3673,3
3674,3
3675,4
3676,1
3677,3
3678,3
3679,3
3680,3
3681,3
3682,1
3683,3
3684,3
3685,3
3686,4
3687,3
3688,1
3689,1
3690,3
3691,1
3692,2
3693,3
3694,3
3695,3
3696,4
3697,3
3698,2
3699,1
3700,4
3701,2
3702,3
3703,3
3704,1
3705,1
3706,3
3707,1
3708,1
3709,4
3710,4
3711,3
3712,3
3713,3
3714,1
3715,1
3716,1
3717,3
3718,4
3719,3
3720,2
3721,3
3722,3
3723,3
3724,3
3725,3
3726,1
3727,1
3728,3
3729,3
3730,3
3731,3
3732,2
3733,1
3734,4
3735,3
3736,1
3737,3
3738,2
3739,3
3740,3
3741,1
3742,3
3743,4
3744,4
3745,3
3746,3
3747,3
3748,4
3749,2
3750,3
3751,3
3752,1
3753,3
3754,1
3755,2
3756,1
3757,4
3758,4
3759,3
3760,1
3761,3
3762,1
3763,3
3764,3
3765,3
3766,2
3767,1
3768,4
3769,4
3770,4
3771,3
3772,4
3773,3
3774,3
3775,1
3776,3
3777,3
3778,3
3779,3
3780,4
3781,3
3782,4
3783,1
3784,3
3785,1
3786,4
3787,4
3788,4
3789,1
3790,3
3791,3
3792,1
3793,4
3794,3
3795,3
3796,2
3797,3
3798,1
3799,2
3800,3
3801,3
3802,3
3803,1
3804,3
3805,2
3806,1
3807,4
3808,1
3809,1
3810,3
3811,4
3812,3
3813,1
3814,3
3815,3
3816,3
3817,3
3818,4
3819,1
3820,2
3821,3
3822,2
3823,3
3824,4
3825,3
3826,3
3827,3
3828,3
3829,3
3830,3
3831,3
3832,3
3833,1
3834,3
3835,3
3836,1
3837,3
3838,3
3839,3
3840,3
3841,3
3842,4
3843,3
3844,1
3845,3
3846,3
3847,4
3848,1
3849,1
3850,3
3851,4
3852,3
3853,1
3854,3
3855,4
3856,3
3857,3
3858,1
3859,3
3860,1
3861,1
3862,1
3863,4
3864,3
3865,4
3866,1
3867,3
3868,4
3869,1
3870,2
3871,4
3872,3
3873,3
3874,4
3875,3
3876,3
3877,1
3878,4
3879,3
3880,1
3881,3
3882,3
3883,3
3884,3
3885,1
3886,4
3887,4
3888,3
3889,1
3890,2
3891,3
3892,3
3893,3
3894,2
3895,3
3896,3
3897,3
3898,3
3899,3
3900,3
3901,1
3902,3
3903,3
3904,2
3905,1
3906,4
3907,4
3908,1
3909,3
3910,3
3911,1
3912,1
3913,3
3914,3
3915,3
3916,1
3917,3
3918,3
3919,3
3920,1
3921,4
3922,3
3923,4
3924,4
3925,3
3926,4
3927,3
3928,3
3929,1
3930,1
3931,1
3932,3
3933,3
3934,3
3935,1
3936,3
3937,4
3938,2
3939,3
3940,1
3941,3
3942,3
3943,3
3944,3
3945,1
3946,3
3947,1
3948,1
3949,3
3950,3
3951,3
3952,4
3953,3
3954,3
3955,4
3956,3
3957,3
3958,3
3959,1
3960,3
3961,4
3962,1
3963,3
3964,3
3965,1
3966,3
3967,3
3968,4
3969,1
3970,3
3971,1
3972,3
3973,3
3974,3
3975,1
3976,3
3977,3
3978,3
3979,4
3980,3
3981,3
3982,1
3983,2
3984,1
3985,4
3986,1
3987,4
3988,3
3989,4
3990,1
3991,1
3992,3
3993,3
3994,3
3995,1
3996,3
3997,3
3998,4
3999,4
4000,3
4001,3
4002,3
4003,1
4004,3
4005,1
4006,1
4007,1
4008,3
4009,4
4010,3
4011,2
4012,4
4013,3
4014,3
4015,3
4016,4
4017,1
4018,1
4019,3
4020,3
4021,3
4022,3
4023,3
4024,1
4025,3
4026,3
4027,4
4028,3
4029,3
4030,3
4031,2
4032,3
4033,4
4034,3
4035,3
4036,3
4037,1
4038,4
4039,3
4040,3
4041,3
4042,4
4043,3
4044,3
4045,3
4046,2
4047,3
4048,3
4049,4
4050,1
4051,3
4052,3
4053,1
4054,1
4055,4
4056,4
4057,1
4058,1
4059,1
4060,3
4061,3
4062,3
4063,3
4064,3
4065,3
4066,1
4067,1
4068,3
4069,3
4070,3
4071,4
4072,1
4073,4
4074,3
4075,3
4076,3
4077,4
4078,3
4079,1
4080,3
4081,3
4082,3
4083,4
4084,1
4085,3
4086,1
4087,3
4088,3
4089,4
4090,3
4091,4
4092,3
4093,1
4094,3
4095,3
4096,1
4097,1
4098,3
4099,3
4100,3
4101,3
4102,3
4103,3
4104,3
4105,1
4106,4
4107,3
4108,1
4109,3
4110,3
4111,3
4112,3
4113,3
4114,3
4115,1
4116,3
4117,3
4118,3
4119,3
4120,1
4121,1
4122,3
4123,3
4124,3
4125,3
4126,4
4127,3
4128,1
4129,4
4130,1
4131,3
4132,3
4133,1
4134,3
4135,1
4136,3
4137,1
4138,3
4139,3
4140,3
4141,1
4142,4
4143,3
4144,3
4145,4
4146,1
4147,1
4148,1
4149,3
4150,3
4151,1
4152,3
4153,3
4154,3
4155,3
4156,3
4157,3
4158,1
4159,4
4160,3
4161,2
4162,4
4163,1
4164,4
4165,3
4166,3
4167,3
4168,4
4169,3
4170,4
4171,3
4172,3
4173,4
4174,3
4175,3
4176,3
4177,3
4178,3
4179,3
4180,3
4181,4
4182,1
4183,2
4184,1
4185,1
4186,1
4187,3
4188,3
4189,4
4190,4
4191,3
4192,2
4193,3
4194,3
4195,1
4196,4
4197,3
4198,4
4199,3
4200,1
4201,3
4202,3
4203,3
4204,3
4205,3
4206,4
4207,1
4208,1
4209,3
4210,1
4211,3
4212,3
4213,3
4214,4
4215,3
4216,4
4217,4
4218,3
4219,3
4220,3
4221,2
4222,1
4223,3
4224,1
4225,3
4226,3
4227,1
4228,3
4229,3
4230,4
4231,3
4232,3
4233,3
4234,1
4235,1
4236,1
4237,1
4238,3
4239,3
4240,3
4241,1
4242,3
4243,4
4244,3
4245,3
4246,3
4247,3
4248,3
4249,4
4250,1
4251,3
4252,3
4253,1
4254,3
4255,1
4256,3
4257,3
4258,1
4259,3
4260,3
4261,4
4262,1
4263,3
4264,3
4265,3
4266,3
4267,3
4268,3
4269,3
4270,4
4271,1
4272,4
4273,3
4274,1
4275,1
4276,1
4277,1
4278,1
4279,1
4280,3
4281,3
4282,1
4283,3
4284,1
4285,3
4286,4
4287,4
4288,1
4289,3
4290,3
4291,3
4292,3
4293,3
4294,2
4295,3
4296,1
4297,3
4298,1
4299,3
4300,4
4301,1
4302,1
4303,4
4304,1
4305,1
4306,1
4307,4
4308,4
4309,3
4310,1
4311,1
4312,3
4313,4
4314,3
4315,3
4316,3
4317,3
4318,3
4319,2
4320,4
4321,3
4322,3
4323,3
4324,3
4325,4
4326,3
4327,3
4328,3
4329,4
4330,4
4331,3
4332,3
4333,4
4334,3
4335,3
4336,4
4337,1
4338,1
4339,3
4340,3
4341,3
4342,1
4343,3
4344,4
4345,1
4346,3
4347,3
4348,4
4349,3
4350,1
4351,3
4352,3
4353,2
4354,3
4355,3
4356,1
4357,4
4358,1
4359,2
4360,3
4361,3
4362,1
4363,1
4364,3
4365,3
4366,3
4367,4
4368,3
4369,4
4370,4
4371,1
4372,3
4373,4
4374,3
4375,3
4376,4
4377,3
4378,1
4379,3
4380,1
4381,3
4382,1
4383,1
4384,4
4385,4
4386,3
4387,3
4388,3
4389,3
4390,1
4391,3
4392,3
4393,1
4394,4
4395,3
4396,3
4397,1
4398,1
4399,3
4400,3
4401,3
4402,3
4403,4
4404,3
4405,3
4406,3
4407,4
4408,1
4409,3
4410,3
4411,3
4412,1
4413,4
4414,4
4415,1
4416,3
4417,3
4418,3
4419,3
4420,1
4421,3
4422,3
4423,4
4424,2
4425,3
4426,1
4427,2
4428,3
4429,3
4430,1
4431,1
4432,3
4433,1
4434,4
4435,1
4436,3
4437,3
4438,3
4439,4
4440,4
4441,4
4442,3
4443,1
4444,4
4445,4
4446,1
4447,1
4448,3
4449,4
4450,3
4451,4
4452,4
4453,3
4454,4
4455,3
4456,3
4457,1
4458,3
4459,3
4460,1
4461,1
4462,4
4463,3
4464,3
4465,3
4466,2
4467,4
4468,1
4469,1
4470,3
4471,4
4472,3
4473,4
4474,3
4475,3
4476,3
4477,1
4478,3
4479,3
4480,3
4481,1
4482,3
4483,3
4484,1
4485,1
4486,1
4487,1
4488,3
4489,1
4490,3
4491,3
4492,3
4493,1
4494,3
4495,4
4496,1
4497,1
4498,4
4499,3
4500,3
4501,2
4502,1
4503,2
4504,3
4505,3
4506,3
4507,3
4508,3
4509,3
4510,4
4511,1
4512,2
4513,3
4514,3
4515,4
4516,4
4517,3
4518,4
4519,3
4520,1
4521,1
4522,1
4523,3
4524,3
4525,4
4526,3
4527,3
4528,1
4529,4
4530,4
4531,3
4532,3
4533,4
4534,1
4535,2
4536,3
4537,3
4538,1
4539,3
4540,3
4541,4
4542,1
4543,3
4544,4
4545,3
4546,1
4547,1
4548,3
4549,3
4550,3
4551,1
4552,3
4553,3
4554,3
4555,4
4556,1
4557,4
4558,3
4559,3
4560,4
4561,3
4562,1
4563,3
4564,1
4565,2
4566,3
4567,1
4568,3
4569,3
4570,3
4571,3
4572,3
4573,3
4574,3
4575,4
4576,4
4577,3
4578,3
4579,4
4580,1
4581,3
4582,4
4583,2
4584,3
4585,3
4586,1
4587,4
4588,3
4589,3
4590,4
4591,3
4592,1
4593,1
4594,3
4595,3
4596,3
4597,3
4598,3
4599,3
4600,3
4601,3
4602,2
4603,1
4604,1
4605,2
4606,4
4607,1
4608,4
4609,1
4610,3
4611,4
4612,3
4613,2
4614,3
4615,1
4616,3
4617,2
4618,1
4619,1
4620,3
4621,3
4622,3
4623,1
4624,3
4625,3
4626,3
4627,3
4628,3
4629,2
4630,4
4631,3
4632,3
4633,3
4634,3
4635,2
4636,1
4637,3
4638,3
4639,4
4640,1
4641,3
4642,2
4643,1
4644,1
4645,3
4646,3
4647,1
4648,3
4649,4
4650,3
4651,3
4652,3
4653,3
4654,1
4655,3
4656,3
4657,3
4658,2
4659,3
4660,2
4661,3
4662,3
4663,1
4664,3
4665,1
4666,3
4667,1
4668,4
4669,1
4670,3
4671,1
4672,3
4673,3
